PAW protein_summary_9 results file
written: Sat Jun 20 13:37:25 2020

 	=subtotal(109,B6:B8685)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
19.0001	1	sp|P13647|K2C5_HUMAN	redundant	29.2	590	62378	Keratin, type II cytoskeletal 5 OS=Homo sapiens (Human) OX=9606 GN=KRT5 PE=1 SV=3	150	9	0.060	97	53	4	5	8.589	9.676	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_064|gi|254622|bbs|112352, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_140|gi|88045|pir||S05602, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P12036|NFH_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
20.0	1	CONT_082|gi|125080|sp|P02533|K1CN_HUMAN	contaminant	21.4	472	51662	KERATIN, TYPE I CYTOSKELETAL 14 (CYTOKERATIN 14) (K14) (CK 14) [Homo sapiens].	121	1	0.008	44	77	0	1	0.500	2.140	CONT_047|gi|88042|pir||S14666, CONT_060|gi|542923|pir||S37780, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, CONT_167|gi|1668744|gnl|PID|e195475, sp|P13646|K1C13_HUMAN, sp|Q2M2I5|K1C24_HUMAN, sp|Q8N1A0|KT222_HUMAN
20.0001	1	sp|P02533|K1C14_HUMAN	redundant	21.4	472	51561	Keratin, type I cytoskeletal 14 OS=Homo sapiens (Human) OX=9606 GN=KRT14 PE=1 SV=4	121	1	0.008	44	77	0	1	0.500	2.140	CONT_047|gi|88042|pir||S14666, CONT_060|gi|542923|pir||S37780, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, CONT_167|gi|1668744|gnl|PID|e195475, sp|P13646|K1C13_HUMAN, sp|Q2M2I5|K1C24_HUMAN, sp|Q8N1A0|KT222_HUMAN
21.0	1	CONT_092|gi|71528|pir||KRHU0	contaminant	42.8	593	59527	keratin 10, type I, cytoskeletal (clone lambda-KH10-5) [Homo sapiens].	165	13	0.079	59	106	5	8	20.390	36.856	CONT_047|gi|88042|pir||S14666, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, CONT_167|gi|1668744|gnl|PID|e195475, sp|P13646|K1C13_HUMAN, sp|Q2M2I5|K1C24_HUMAN
21.0001	1	CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN	redundant	42.8	593	59518	KERATIN, TYPE I CYTOSKELETAL 10 (CYTOKERATIN 10) (K10) (CK 10) [Homo sapiens].	165	13	0.079	59	106	5	8	20.390	36.856	CONT_047|gi|88042|pir||S14666, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, CONT_167|gi|1668744|gnl|PID|e195475, sp|P13646|K1C13_HUMAN, sp|Q2M2I5|K1C24_HUMAN
21.0002	1	sp|P13645|K1C10_HUMAN	redundant	43.5	584	58826	Keratin, type I cytoskeletal 10 OS=Homo sapiens (Human) OX=9606 GN=KRT10 PE=1 SV=6	165	13	0.079	59	106	5	8	20.390	36.856	CONT_047|gi|88042|pir||S14666, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, CONT_167|gi|1668744|gnl|PID|e195475, sp|P13646|K1C13_HUMAN, sp|Q2M2I5|K1C24_HUMAN
22.0	1	CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN	contaminant	21.8	432	48105	KERATIN, TYPE I CYTOSKELETAL 17 (CYTOKERATIN 17) (K17) (CK 17) (39.1) (VERSION 1) [Homo sapiens].	115	2	0.017	39	76	0	2	0.500	3.836	CONT_047|gi|88042|pir||S14666, CONT_060|gi|542923|pir||S37780, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, CONT_167|gi|1668744|gnl|PID|e195475, sp|P13646|K1C13_HUMAN, sp|Q2M2I5|K1C24_HUMAN, sp|Q8N1A0|KT222_HUMAN
22.0001	1	sp|Q04695|K1C17_HUMAN	redundant	21.8	432	48105	Keratin, type I cytoskeletal 17 OS=Homo sapiens (Human) OX=9606 GN=KRT17 PE=1 SV=2	115	2	0.017	39	76	0	2	0.500	3.836	CONT_047|gi|88042|pir||S14666, CONT_060|gi|542923|pir||S37780, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, CONT_167|gi|1668744|gnl|PID|e195475, sp|P13646|K1C13_HUMAN, sp|Q2M2I5|K1C24_HUMAN, sp|Q8N1A0|KT222_HUMAN
23.0	1	CONT_101|gi|125081|sp|P19012|K1CO_HUMAN	contaminant	26.3	456	49167	KERATIN, TYPE I CYTOSKELETAL 15 (CYTOKERATIN 15) (K15) (CK 15) [Homo sapiens].	131	4	0.031	45	86	0	4	2.000	13.894	CONT_047|gi|88042|pir||S14666, CONT_060|gi|542923|pir||S37780, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, CONT_167|gi|1668744|gnl|PID|e195475, sp|P13646|K1C13_HUMAN, sp|Q2M2I5|K1C24_HUMAN, sp|Q8N1A0|KT222_HUMAN
23.0001	1	sp|P19012|K1C15_HUMAN	redundant	26.3	456	49211	Keratin, type I cytoskeletal 15 OS=Homo sapiens (Human) OX=9606 GN=KRT15 PE=1 SV=3	131	4	0.031	45	86	0	4	2.000	13.894	CONT_047|gi|88042|pir||S14666, CONT_060|gi|542923|pir||S37780, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, CONT_167|gi|1668744|gnl|PID|e195475, sp|P13646|K1C13_HUMAN, sp|Q2M2I5|K1C24_HUMAN, sp|Q8N1A0|KT222_HUMAN
24.0	1	CONT_102|gi|88044|pir||S01068	contaminant	10.8	408	45507	keratin 4, type II, cytoskeletal (fragment) [Homo sapiens].	47	1	0.021	33	14	0	1	0.000	1.342	CONT_064|gi|254622|bbs|112352, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_140|gi|88045|pir||S05602, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q9NSB2|KRT84_HUMAN
24.0001	1	CONT_119|gi|547753|sp|P19013|K2C4_HUMAN	redundant	8.2	534	57265	KERATIN, TYPE II CYTOSKELETAL 4 (CYTOKERATIN 4) (K4) (CK4) [Homo sapiens].	47	1	0.021	33	14	0	1	0.000	1.342	CONT_064|gi|254622|bbs|112352, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_140|gi|88045|pir||S05602, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q9NSB2|KRT84_HUMAN
24.0002	1	sp|P19013|K2C4_HUMAN	redundant	8.5	520	56143	Keratin, type II cytoskeletal 4 OS=Homo sapiens (Human) OX=9606 GN=KRT4 PE=1 SV=5	47	1	0.021	33	14	0	1	0.000	1.342	CONT_064|gi|254622|bbs|112352, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_140|gi|88045|pir||S05602, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q9NSB2|KRT84_HUMAN
25.0	1	CONT_108|gi|125090|sp|P02534|K1M1_SHEEP	contaminant	16.7	412	46674	KERATIN, TYPE I MICROFIBRILLAR 48 KD, COMPONENT 8C-1 (LOW-SULFUR KERATIN) [Ovis aries].	111	1	0.009	35	76	0	1	0.000	2.265	CONT_047|gi|88042|pir||S14666, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|P13646|K1C13_HUMAN, sp|Q2M2I5|K1C24_HUMAN
25.0001	1	CONT_138|gi|71531|pir||KRSHL1	redundant	16.7	412	46674	keratin, 48K type I microfibrillar, component 8c-1 [Ovis aries].	111	1	0.009	35	76	0	1	0.000	2.265	CONT_047|gi|88042|pir||S14666, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|P13646|K1C13_HUMAN, sp|Q2M2I5|K1C24_HUMAN
26.0	1	CONT_109|gi|125116|sp|P15241|K2M2_SHEEP	contaminant	18.5	491	53681	KERATIN, TYPE II MICROFIBRILLAR, COMPONENT 7C [Ovis aries].	45	0	0.000	27	18	0	0	0.000	0.000	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_140|gi|88045|pir||S05602, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
26.0001	1	CONT_144|gi|89882|pir||S05408	redundant	18.5	491	53681	keratin, type II, component 7c, cytoskeletal [Ovis aries].	45	0	0.000	27	18	0	0	0.000	0.000	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_140|gi|88045|pir||S05602, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
27.0	1	CONT_123|gi|125091|sp|P25690|K1M2_SHEEP	contaminant	15.1	404	46062	KERATIN, TYPE I MICROFIBRILLAR, 47.6 KD (LOW-SULFUR KERATIN) [Ovis aries].	11	5	0.455	3	8	2	3	2.667	6.350	CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_167|gi|1668744|gnl|PID|e195475
28.0	1	CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN	contaminant	31.6	564	60044	KERATIN, TYPE II CYTOSKELETAL 6A (CYTOKERATIN 6A) (CK 6A) (K6A KERATIN) [Homo sapiens].	223	1	0.004	126	97	0	1	2.000	10.238	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_064|gi|254622|bbs|112352, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_140|gi|88045|pir||S05602, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P12036|NFH_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
28.0001	1	CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN	redundant	31.6	564	60199	KERATIN, TYPE II CYTOSKELETAL 6C (CYTOKERATIN 6C) (CK 6C) (K6C KERATIN) [Homo sapiens].	223	1	0.004	126	97	0	1	2.000	10.238	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_064|gi|254622|bbs|112352, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_140|gi|88045|pir||S05602, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P12036|NFH_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
28.0002	1	sp|P02538|K2C6A_HUMAN	redundant	31.6	564	60044	Keratin, type II cytoskeletal 6A OS=Homo sapiens (Human) OX=9606 GN=KRT6A PE=1 SV=3	223	1	0.004	126	97	0	1	2.000	10.238	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_064|gi|254622|bbs|112352, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_140|gi|88045|pir||S05602, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P12036|NFH_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
29.0	1	CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN	contaminant	29.8	564	60066	KERATIN, TYPE II CYTOSKELETAL 6F (CYTOKERATIN 6F) (CK 6F) (K6F KERATIN) [Homo sapiens].	226	0	0.000	129	97	0	0	2.000	0.000	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_064|gi|254622|bbs|112352, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_140|gi|88045|pir||S05602, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P12036|NFH_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
29.0001	1	sp|P04259|K2C6B_HUMAN	redundant	29.8	564	60066	Keratin, type II cytoskeletal 6B OS=Homo sapiens (Human) OX=9606 GN=KRT6B PE=1 SV=5	226	0	0.000	129	97	0	0	2.000	0.000	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_064|gi|254622|bbs|112352, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_140|gi|88045|pir||S05602, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P12036|NFH_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
30.0	1	CONT_140|gi|88045|pir||S05602	contaminant	22.4	469	51364	keratin K7, type II, epithelial, 55K [Homo sapiens].	273	0	0.000	135	138	0	0	0.000	0.000	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_064|gi|254622|bbs|112352, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_140|gi|88045|pir||S05602, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P14136|GFAP_HUMAN, sp|P17661|DESM_HUMAN, sp|P41219|PERI_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q86Y46|K2C73_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
31.0	1	CONT_146|gi|2119208|pir||I37459	contaminant	12.2	362	41704	hair keratin acidic 3-II (fragment) [Homo sapiens].	108	1	0.009	35	73	0	1	0.000	1.515	CONT_047|gi|88042|pir||S14666, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|P13646|K1C13_HUMAN, sp|Q2M2I5|K1C24_HUMAN
31.0001	1	sp|Q14525|KT33B_HUMAN	redundant	10.9	404	46213	Keratin, type I cuticular Ha3-II OS=Homo sapiens (Human) OX=9606 GN=KRT33B PE=1 SV=3	108	1	0.009	35	73	0	1	0.000	1.515	CONT_047|gi|88042|pir||S14666, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|P13646|K1C13_HUMAN, sp|Q2M2I5|K1C24_HUMAN
